KODAS;PAVADINIMAS;GALIOJA;SUMINE;SUKURIMO_DATA;MODIFIKAVIMO_DATA
6000514;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;26-OCT-15;02-JUN-17
6000515;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;26-OCT-15;02-JUN-17
6000516;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;26-OCT-15;02-JUN-17
6000517;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;26-OCT-15;02-JUN-17
6000518;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;26-OCT-15;02-JUN-17
6000519;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;26-OCT-15;02-JUN-17
6000520;"Vilniaus miesto motinos ir vaiko pensiono išlaikymas (Tarpusavio atsiskaitymai)";Y;N;20-NOV-07;16-APR-12
6000521;"Vilniaus Minties vaikų socialinės globos namų išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000522;"Vilniaus Antakalnio vaikų socialinės globos namų išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000523;"Vilniaus vaikų socialinės globos namų „Gilė“ išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000524;"Gerovės konsultantų modelio įdiegimas Vilniaus mieste";Y;N;18-JAN-22;18-JAN-22
6000525;"Gerovės konsultantų modelio įdiegimas Vilniaus mieste";Y;N;18-JAN-22;18-JAN-22
6000530;"Vilniaus miesto nakvynės namų išlaikymas (Tarpusavio atsiskaitymai)";Y;N;20-NOV-07;16-APR-12
6000531;"Vilniaus miesto vaikų ir jaunimo pensiono išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000532;"Pensiono „Vilties namai“ išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000533;"Fabijoniškių socialinių paslaugų namų išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000534;"Vilniaus miesto motinos ir vaiko pensiono išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000535;"Vilniaus miesto nakvynės namų išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000536;"Socialinės paramos centro Paslaugų namuose tarnybos išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000537;"Vilniaus miesto socialinės paramos centro išlaikymas (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000538;"Socialinės priežiūros socialinės rizikos šeimoms finansavimas (Socialinės paramos centras) (Valstybės biudžetas)";Y;N;16-APR-12;16-APR-12
6000539;"Socialinės priežiūros paslaugos 16-21 m. amžiaus jaunuoliams, netekusiems tėvų globos (palydimoji globa)";Y;N;15-JAN-21;15-JAN-21
6000540;"Socialinės paramos centro išlaikymas (Tarpusavio atsiskaitymai)";Y;N;20-NOV-07;14-MAR-08
6000541;"Vilniaus vaikų socialinės globos namų „Gilė“ Psichosocialinės reabilitacijos centro išlaikymas";Y;N;15-JAN-21;15-JAN-21
6000542;"Vilniaus vaikų socialinės globos namų „Gilė“ Psichosocialinės reabilitacijos centro išlaikymas";Y;N;15-JAN-21;15-JAN-21
6000543;"Vilniaus vaikų socialinės globos namų „Gilė“ COVID-19 išlaidų padengimas (01)";Y;N;19-FEB-21;19-FEB-21
6000544;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;02-JUL-21;02-JUL-21
6000545;"VšĮ „Senjorų socialinės globos namai“ finansavimas";Y;N;25-JAN-21;18-JAN-22
6000546;"Socialinė globa asmenims su sunkia negalia Biudžetinėje įstaigoje Senjorų socialinės globos namai";Y;N;25-JAN-21;16-JUN-21
6000547;"Papildomas lėšų gavimas už patalpų nuomą";Y;N;02-JUL-21;02-JUL-21
6000549;"Vilniaus miesto kompleksinių paslaugų centro „Šeimos slėnis“ specialioji programos lėšų likučiai";Y;N;25-JAN-21;04-FEB-21
6000550;"Dienos centro ""Šviesa"" specialioji programa";Y;N;20-NOV-07;09-AUG-11
6000551;"Socialinės globos įstaigų specialiosios programos likučiai";Y;N;20-MAY-13;20-MAY-13
6000552;"Fabijoniškių socialinių paslaugų namų specialiosios programos lėšų likučiai";Y;N;26-FEB-16;26-FEB-16
6000553;"Dienos centro ""Šviesa"" specialiosios programos lėšų likučiai";Y;N;16-JAN-17;16-JAN-17
6000554;"Vilniaus miesto socialinės paramos centro specialiosios programos lėšų likučiai";Y;N;16-JAN-17;16-JAN-17
6000555;"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas";Y;N;16-JAN-17;16-JAN-17
6000556;"Vilniaus miesto kompleksinių paslaugų centro „Šeimos slėnis“ išlaikymas";Y;N;21-JUN-17;04-FEB-21
6000557;"Vilniaus miesto kompleksinių paslaugų centro „Šeimos slėnis“ išlaikymas";Y;N;08-JAN-18;04-FEB-21
6000558;"BĮ Valakampių socialinių paslaugų namų specialiosios programos lėšų likučiai";Y;N;09-JAN-18;09-JAN-18
6000559;"Vilniaus Lakštingalos namų specialiosios programos lėšų likučiai";Y;N;08-JAN-18;13-JAN-21
6000560;"Vilniaus miesto vaikų pensiono specialioji programa";Y;N;20-NOV-07;13-JAN-21
6000561;"Dienos centro „Šviesa“ papildomas lėšų gavimas už nuomos paslaugas";Y;N;15-JUN-17;15-JUN-17
6000562;"Vilniaus miesto kompleksinių paslaugų centro „Šeimos slėnis“ specialioji programa";Y;N;03-JUL-18;04-FEB-21
6000563;"Kompleksinės paslaugos šeimai Vilniaus mieste (ES) lėšų likučiai (SPC)";Y;N;08-JAN-18;27-DEC-19
6000564;"Vilniaus miesto socialinės paramos centro integralios pagalbos projektas (ES lėšos)";Y;N;27-SEP-18;27-SEP-18
6000565;"Projekto „Sveikos gyvensenos skatinimas ir moksleivių sveikatos raštingumo ugdymas Vilniaus mieste“ įgyvendinimas (SB)";Y;N;17-JAN-19;17-JAN-19
6000566;"Savižudybių prevencijos prioritetų nustatymas, savižudybių prevencijos priemonių ir joms įgyvendinti reikiamo finansavimo planavimas (LRV prioritetas)";Y;N;17-JAN-19;17-JAN-19
6000567;"Projekto „Sveikos gyvensenos skatinimas ir moksleivių sveikatos raštingumo ugdymas Vilniaus mieste“ įgyvendinimas (ES)";Y;N;17-JAN-19;17-JAN-19
6000568;"Projekto „Sveikos gyvensenos skatinimas ir moksleivių sveikatos raštingumo ugdymas Vilniaus mieste“ įgyvendinimas (ES lėšų likučiai)";Y;N;27-FEB-20;27-FEB-20
6000569;"Tikslinės lėšos Vilniaus miesto kompleksinių paslaugų centro „Šeimos slėnis“ išlaikymui";Y;N;19-MAY-20;04-FEB-21
6000570;"Pensionato ""Vilties namai"" specialioji programa";Y;N;20-NOV-07;20-SEP-13
6000571;"Vilniaus kompleksinių paslaugų centro „Šeimos slėnis“ COVID-19 išlaidų padengimas (01)";Y;N;19-FEB-21;19-FEB-21
6000572;"VšĮ „Senjorų socialinės globos namai“ finansavimas";Y;N;14-APR-21;18-JAN-22
6000573;"Vaikų globos pertvarka";Y;N;01-JUN-21;01-JUN-21
6000574;"Projektas „Vilniaus miesto socialinių paslaugų infrastruktūros tinklo kūrimas ir plėtra asmenims, turintiems proto ir (arba) psichikos negalią“";Y;N;16-JUN-21;16-JUN-21
6000575;"Projektas „Vilniaus miesto socialinių paslaugų infrastruktūros tinklo kūrimas ir plėtra asmenims, turintiems proto ir (arba) psichikos negalią“";Y;N;16-JUN-21;16-JUN-21
6000576;"VšĮ „Senjorų socialinės globos namai“ finansavimas";Y;N;16-JUN-21;18-JAN-22
6000577;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;02-JUL-21;02-JUL-21
6000578;"MMA didinimui ir darbo apmokėjimo įstatymui įgyvendinti";Y;N;02-JUL-21;02-JUL-21
6000579;"BĮ Senjorų socialinės globos namai specialioji programa";Y;N;16-JUN-21;16-JUN-21
6000580;"Fabijoniškių pensiono specialioji programa";Y;N;20-NOV-07;01-MAR-12
6000581;"Vilniaus miesto krizių centro COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;19-FEB-21
6000582;"Vilniaus miesto socialinės paramos centro COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;19-FEB-21
6000583;"Vilniaus miesto socialinės paramos centro COVID-19 išlaidų padengimui (64)";Y;N;19-FEB-21;19-FEB-21
6000584;"Fabijoniškių socialinių paslaugų namų COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;19-FEB-21
6000585;"Dienos centro „Šviesa“ COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;19-FEB-21
6000586;"Dienos centro „Šviesa“ COVID-19 išlaidų padengimas (64)";Y;N;19-FEB-21;19-FEB-21
6000587;"Valakampių socialinių paslaugų namų  COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;19-FEB-21
6000588;"Vilniaus Lakštingalos namų COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;19-FEB-21
6000589;"Vilniaus „Vilko pėdos“ namų COVID-19 išlaidų padengimas (20)";Y;N;19-FEB-21;02-JUL-21
6000590;"Vilniaus miesto motinos ir vaiko pensiono specialioji programa";Y;N;20-NOV-07;20-SEP-13
6000591;"Vilties specialiosios mokyklos-daugiafunkcinio centro dienos socialinės globos skyriaus specialioji programa";Y;N;12-JAN-22;12-JAN-22
6000592;"Verkių specialiosios mokyklos-daugiafunkcio centro dienos socialinės globos skyriaus specialioji programa";Y;N;12-JAN-22;12-JAN-22
6000593;"Specialiojo lopšelio-darželio „Čiauškutis“ dienos centro specialioji programa";Y;N;12-JAN-22;12-JAN-22
6000594;"Socialinės reabilitacijos paslaugų neįgaliesiems bendruomenėje projektų finansavimas";Y;N;03-FEB-22;03-FEB-22
6000595;"Socialinio būsto plėtra (pagal ES regioninę priemonę Nr. 08.1.2-CPVA-R408-01-0011)";Y;N;03-FEB-22;03-FEB-22
6000596;"„Būsto pritaikymas neįgaliems žmonėms“ programos įgyvendinimas (liftų įrengimas)";Y;N;03-FEB-22;03-FEB-22
6000597;"„Būsto pritaikymas neįgaliems žmonėms“ programos įgyvendinimo administravimo išlaidoms";Y;N;03-FEB-22;03-FEB-22
6000598;"Būsto pritaikymas neįgaliesiems (liftų priežiūra)";Y;N;03-FEB-22;03-FEB-22
6000599;"„Būsto pritaikymas neįgaliems žmonėms“ programos įgyvendinimo administravimo išlaidoms";Y;N;03-FEB-22;03-FEB-22
6000600;"Vilniaus miesto nakvynės namų specialioji programa";Y;N;20-NOV-07;02-JUL-21
6000601;"Projektas „Alternatyvių investicijų detektorius“";Y;N;31-MAR-22;31-MAR-22
6000602;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000603;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000604;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000605;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000606;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000607;"Vilniaus „Vilko pėdos“ namų specialioji programos lėšų likučiai";Y;N;20-JAN-22;20-JAN-22
6000608;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000609;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000610;"Socialinės paramos centro specialioji programa";Y;N;20-NOV-07;01-MAR-12
6000611;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000612;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000613;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000614;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000615;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000616;"Socialinių paslaugų srities darbuotojų minimaliesiems pareiginės algos pastoviosios dalies koeficientams didinti";Y;N;18-FEB-22;18-FEB-22
6000617;"Kompensacijoms už būsto suteikimą užsieniečiams finansuoti";Y;N;03-JUN-22;03-JUN-22
6000618;"Kompensacijoms už būsto suteikimą užsieniečiams administruoti";Y;N;03-JUN-22;03-JUN-22
6000619;"Ukrainiečių apgyvendinimui socialinės globos namuose";Y;N;03-JUN-22;03-JUN-22
6000620;"VšĮ mokymo centro ""Mes esame"" finansavimas (Departamentas)";Y;N;20-NOV-07;27-DEC-19
6000630;"VšĮ Markučių  dienos veiklos centro finansavimas (Departamentas)";Y;N;20-NOV-07;27-DEC-19
6000640;"VšĮ Vyrų krizių ir informacijos centro finansavimas (Departamentas)";Y;N;20-NOV-07;27-DEC-19
6000650;"VšĮ Vilniaus psichosocialinės reabilitacijos centro finansavimas (Departamentas)";Y;N;20-NOV-07;27-DEC-19
6000655;"Akredituotos vaikų dienos socialinės priežiūros organizavimas";Y;N;15-JAN-21;15-JAN-21
6000656;"Projektas „Vilniaus miesto socialinių paslaugų infrastruktūros tinklo kūrimas ir plėtra asmenims, turintiems proto ir (arba) psichikos negalią“ (netinkamo finansuoti PVM kompensavimas)";Y;N;31-MAR-22;31-MAR-22
6000657;"Gerovės konsultantų modelio įdiegimas Vilniaus mieste";Y;N;12-JAN-22;12-JAN-22
6000658;"Vilniaus miesto bendruomeninių vaikų globos namų tinklo plėtra (VB) (BVGN2)";Y;N;15-JAN-21;15-JAN-21
6000659;"Tikslinės lėšos VšĮ mokymo centro „Mes esame“ finansavimui";Y;N;19-MAY-20;19-MAY-20
6000660;"Nevalstybinių organizacijų vaikų dienos centrų finansavimas (Departamentas)";Y;N;20-NOV-07;10-OCT-18
6000661;"Intensyvios terapijos (korekcijos) centro emocijų ir elgesio sutrikimų turintiems vaikams įkūrimas (Svajonių g. 56)";Y;N;03-NOV-15;29-FEB-16
6000662;"Nakvynės namų A. Kojelavičiaus g. 50 rekonstrukcija";Y;N;26-FEB-16;26-FEB-16
6000663;"Socialinės globos paslaugos vaikams";Y;N;01-MAR-16;01-MAR-16
6000664;"Smurto šeimoje prevencijai ir pagalbai (SB)";Y;N;03-FEB-17;03-FEB-17
6000665;"Nakvynės namų A. Kojelavičiaus g. 50 rekonstrukcija (skolintos lėšos)";Y;N;03-FEB-17;03-FEB-17
6000666;"Labdaros valgyklos Gardino g. 2 rekonstrukcija - paslaugų centro įrengimas (SB)";Y;N;09-JAN-18;27-DEC-19
6000667;"Pagalbos pinigai budintiems globotojams";Y;N;22-MAY-18;27-DEC-19
6000668;"Apnakvindinimo paslaugos Nakvynės namų A. Kojelavičiaus g. 50 gyventojams rekonstrukcijos metu";Y;N;28-JUN-18;28-JUN-18
6000669;"Nakvynės namų A. Kojelavičiaus g. 50 rekonstrukcija (ES lėšos)";Y;N;27-SEP-18;27-SEP-18
6000670;"Socialinės paslaugos (Departamentas)";Y;N;20-NOV-07;18-JAN-22
6000671;"Socialinių renginių, konferencijų, seminarų, akcijų organizavimas";Y;N;13-OCT-14;27-DEC-19
6000672;"Pagalbos pinigai šeimoms ir šeimynoms (SIS)";Y;N;31-DEC-19;31-DEC-19
6000673;"Nakvynės namų A. Kojelavičiaus g. 50 rekonstrukcija";Y;N;17-FEB-20;17-FEB-20
6000674;"Vilniaus miesto bendruomeninių vaikų globos namų tinklo plėtra (ES)";Y;N;17-FEB-20;15-SEP-20
6000675;"Globėjų tarnybos (NVO)";Y;N;31-DEC-19;31-DEC-19
6000676;"Paslaugos soc. rizikos veiksnius patiriantiems asmenims (NVO)";Y;N;31-DEC-19;31-DEC-19
6000677;"Paslaugos vaikams ir jaunimui (NVO)";Y;N;31-DEC-19;31-DEC-19
6000678;"Kitų socialinių paslaugų teikimas (NVO)";Y;N;31-DEC-19;31-DEC-19
6000679;"Ilgalaikės socialinės globos įstaigų steigimas";Y;N;31-DEC-19;31-DEC-19
6000680;"Socialinių projektų finansavimas (Departamentas)";Y;N;20-NOV-07;27-DEC-19
6000681;"Socialinės reabilitacijos paslaugų neįgaliesiems bendruomenėje projektų finansavimas";Y;N;17-FEB-12;27-DEC-19
6000682;"Socialinės reabilitacijos paslaugų neįgaliesiems bendruomenėje projektų finansavimas (VB)";Y;N;16-APR-12;27-DEC-19
6000683;"Kompleksinės paslaugos šeimai Vilniaus mieste (ES)";Y;N;10-AUG-17;27-DEC-19
6000684;"Kompleksinės paslaugos šeimai Vilniaus mieste (SPC) (ES)";Y;N;10-AUG-17;27-DEC-19
6000687;"Integralios pagalbos teikimas Vilniaus mieste (ES) lėšų likučiai";Y;N;17-FEB-20;17-FEB-20
6000688;"Savivaldybės socialinio būsto rekonstrukcija ir remontas";Y;N;11-FEB-19;11-FEB-19
6000689;"Administracijos direktoriaus 2009-12-18d. įsakymas Nr. 30-2195 (Socialinių paslaugų įstaigų rėmimas)";Y;N;21-DEC-09;21-DEC-09
6000690;"Socialinių paslaugų  įstaigų rėmimas (Administracijos direktoriaus rezervas)";Y;N;20-NOV-07;07-MAY-09
6000691;"Administracijos direktoriaus 2009-05-08 įsakymas Nr. 30-809 (Socialinių paslaugų įstaigų rėmimas)";Y;N;14-MAY-09;14-MAY-09
6000692;"Administracijos direktoriaus 2009-05-25 įsakymas Nr. 30-902 (Socialinių paslaugų įstaigų rėmimas)";Y;N;27-MAY-09;27-MAY-09
6000693;"Administracijos direktoriaus 2009-06-16 įsakymas Nr. 30-1095 (Socialinių paslaugų įstaigų rėmimas)";Y;N;17-JUN-09;17-JUN-09
6000694;"Administracijos direktoriaus 2009-07-10 d. įsakymas Nr. 30-1221 (Socialinių paslaugų įstaigų rėmimas)";Y;N;14-JUL-09;14-JUL-09
6000695;"Administracijos direktoriaus 2009-09-14 įsakymas Nr. 30-1539 (Socialinių paslaugų įstaigų rėmimas)";Y;N;15-SEP-09;15-SEP-09
6000696;"Administracijos direktoriaus 2009-10-26d. įsakymas Nr. 30-1871 (Socialinių paslaugų įstaigų rėmimas)";Y;N;29-OCT-09;29-OCT-09
6000697;"Administracijos direktoriaus 2009-11-13d. įsakymas Nr. 30-2002 (Socialinių paslaugų įstaigų rėmimas)";Y;N;18-NOV-09;18-NOV-09
6000698;"Administracijos direktoriaus 2009-11-30d. įsakymas Nr. 30-2101 (Socialinių paslaugų įstaigų rėmimas)";Y;N;07-DEC-09;07-DEC-09
6000699;"Administracijos direktoriaus 2009-12-14d. įsakymas Nr. 30-2172 (Socialinių paslaugų įstaigų rėmimas)";Y;N;17-DEC-09;17-DEC-09
6000700;"Socialinių paslaugų projektų finansavimas iš valstybės biudžeto lėšų (Departamentas)";Y;N;20-NOV-07;14-MAR-08
6000701;"Socialinio būsto plėtra (pagal ES regioninę priemonę Nr. 08.1.2-CPVA-R408, Meškonių g.) (Soc. būsto lėšos)";Y;N;03-FEB-17;03-FEB-17
6000702;"Gyvenamojo būsto įsigijimas (Soc. būsto lėšos)";Y;N;03-FEB-17;03-FEB-17
6000703;"Gyvenamojo būsto įsigijimas iš SĮ Vilniaus miesto būstas pervestų lėšų (Soc. būsto lėšos)";Y;N;03-FEB-17;03-FEB-17
6000704;"Gyvenamojo būsto įsigijimas (Soc. būsto lėšų likučiai)";Y;N;03-FEB-17;03-FEB-17
6000705;"Būsto pritaikymas neįgaliesiems (liftų priežiūra)";Y;N;13-FEB-17;27-DEC-19
6000706;"Būsto pritaikymas neįgaliesiems (liftų priežiūra) (VB)";Y;N;13-FEB-17;27-DEC-19
6000707;"Ne pagal tikslinę paskirtį (kelio tiesimui Linksmojoje g. 139) panaudotų valstybės biudžeto lėšų grąžinimas";Y;N;06-SEP-17;06-SEP-17
6000708;"Būsto pritaikymas šeimoms, auginančioms  vaikus su sunkia negalia (liftų įrengimas)";Y;N;18-SEP-17;18-SEP-17
6000709;"Butų šildymo ir kitų paslaugų išlaidoms apmokėti, kai savivaldybės butai neišnuomoti (dotacijos iš FINMIN skolai)";Y;N;08-DEC-16;08-DEC-16
6000710;"Fabijoniškių pensionas (Savivaldybės privatizavimo fondas)";Y;N;20-NOV-07;19-NOV-13
6000711;"Socialinio būsto statyba ir pirkimas, gerbūvio darbai  (VVK) (dotacijos iš FINMIN skolai)";Y;N;08-DEC-16;08-DEC-16
6000712;"Atvirkštinio PVM ir kitų nenumatytų išlaidų apmokėjimas";Y;N;04-OCT-16;27-DEC-19
6000713;"Būsto pritaikymas šeimoms, auginančioms  vaikus su sunkia negalia, programos įgyvendinimo administravimo išlaidoms (SB)";Y;N;18-DEC-17;18-DEC-17
6000714;"Socialinio būsto nuomos mokesčio kompensavimas (dotacijos iš FINMIN skolai)";Y;N;08-DEC-16;08-DEC-16
6000715;"Romų bendruomenės būsto nuomos kompensacijos";Y;N;18-JUL-16;18-JUL-16
6000716;"Socialinio būsto statyba ir pirkimas, gerbūvio darbai  (skolai padengti)";Y;N;31-MAR-16;31-MAR-16
6000717;"Socialinio būsto statyba ir pirkimas, gerbūvio darbai (Linksmoji 121)";Y;N;02-MAR-16;02-MAR-16
6000718;"Socialinio būsto plėtra (pagal ES regioninę priemonę Nr. 08.1.2-CPVA-R408, Linksmoji 120,122)";Y;N;02-MAR-16;02-MAR-16
6000719;"Būsto nuomos ar išperkamosios būsto nuomos mokesčių dalies kompensavimas";Y;N;10-FEB-15;10-FEB-15
6000720;"Socialinės paramos centras (Savivaldybės privatizavimo fondas)";Y;N;20-NOV-07;30-SEP-13
6000721;"Socialinio būsto nuomos mokesčio kompensavimas";Y;N;22-FEB-12;27-DEC-19
6000722;"Butų šildymo ir kitų paslaugų išlaidoms apmokėti kai savivaldybės butai išnuomoti (Savivaldybės biudžeto lėšos)";Y;N;22-FEB-12;22-FEB-12
6000723;"Politinių kalinių ir tremtinių bei jų šeimų sugrįžimo į Lietuvą ir jų aprūpinimo programos įgyvendinimas (Valstybės investicijų 2012-2014 metų programoje numatytoms kapitalo investicijoms finansuoti (SADM))";Y;N;22-FEB-12;22-FEB-12
6000724;"Socialinio būsto statyba ir pirkimas, gerbūvio darbai  (Savivaldybės privatizavimo fondas)";Y;N;22-FEB-12;22-FEB-12
6000725;"Būsto pritaikymas neįgaliems žmonėms";Y;N;07-OCT-10;07-OCT-10
6000726;"„Būsto pritaikymas neįgaliems žmonėms“ programos įgyvendinimo administravimo išlaidoms";Y;N;07-OCT-10;07-OCT-10
6000727;"Politinių kalinių ir tremtinių bei jų šeimų sugrįžimo į Lietuvą ir jų aprūpinimo programos įgyvendinimas";Y;N;10-MAR-10;10-MAR-10
6000728;"„Būsto pritaikymas neįgaliems žmonėms“ programos įgyvendinimas (liftų įrengimas)";Y;N;01-FEB-10;01-FEB-10
6000729;"„Būsto pritaikymas neįgaliems žmonėms“ programos įgyvendinimas (liftų įrengimas)";Y;N;01-FEB-10;01-FEB-10
6000730;"Parama socialiniam būstui įsigyti";Y;N;20-NOV-07;14-MAR-08
6000731;"Socialinio būsto statyba ir pirkimas, gerbūvio darbai";Y;N;17-FEB-09;17-FEB-09
6000732;"Politinių kalinių ir tremtinių bei jų šeimų sugrįžimo į Lietuvą ir jų aprūpinimo programos įgyvendinimas";Y;N;17-FEB-09;17-FEB-09
6000733;"Gyvenamųjų namų renovacija";Y;N;17-FEB-09;17-FEB-09
6000734;"Gyvenamųjų namų, butų inventorizacija ir turto vertinimas";Y;N;17-FEB-09;20-AUG-09
6000735;"Savivaldybės socialinio būsto paprastasis remontas";Y;N;17-FEB-09;17-FEB-09
6000736;"Teismo išlaidų ir antstolių paslaugų apmokėjimas";Y;N;17-FEB-09;14-AUG-09
6000737;"Butų šildymo ir kitų paslaugų išlaidoms apmokėti kai savivaldybės butai neišnuomoti";Y;N;17-FEB-09;17-FEB-09
6000738;"Gyventojams iškedinti iš patalpų";Y;N;17-FEB-09;17-FEB-09
6000739;"Nuomos mokestis vykdant Valstybės garantiją nuomininkams";Y;N;11-JAN-10;11-JAN-10
6000740;"Sveikatos programų finansavimas (Savivaldybės biudžeto lėšos)";Y;N;20-NOV-07;14-MAR-08
6000741;"Greitosios medicinos pagalbos užtikrinimas Vilniaus mieste vykstančių renginių metu";Y;N;04-JAN-11;08-JAN-20
6000742;"Pasaulio sveikatos dienos renginių organizavimas ir rėmimas";Y;N;04-JAN-11;04-JAN-11
6000743;"Galimybių studijos dėl automobilių parkavimo problemos sprendimo būdų VšĮ Vilniaus miesto klinikinės ligoninės, VšĮ Šv. Roko ligoninės ir VšĮ Antakalnio poliklinikos teritorijoje parengimas";Y;N;23-FEB-16;23-FEB-16
6000744;"Baudos už neįvykdytus įsipareigojimus įgyvendinant Europos Sąjungos struktūrinių fondų lėšomis finansuotus VšĮ Sapiegos ligoninės projektus Antakalnio g. 17 apmokėjimas";Y;N;23-FEB-16;23-FEB-16
6000745;"Vilniaus miesto savivaldybės pavaldžių sveikatos priežiūros įstaigų sveikatos programų įgyvendinimas";Y;N;23-FEB-16;23-FEB-16
6000746;"Vilniaus miesto savivaldybės Psichikos sveikatos ir savižudybių prevencijos strategijos priemonių įgyvendinimas";Y;N;23-FEB-16;26-MAY-20
6000747;"BĮ „Šeimos slėnis“ išlaikymas (SB)";Y;N;23-FEB-16;02-JUL-19
6000748;"Jaunimui palankių sveikatos priežiūros paslaugų teikimo modelio įdiegimas Vilniaus miesto savivaldybėje";Y;N;23-FEB-16;23-FEB-16
6000749;"Gyvenamojo būsto įsigijimas su bendrąja daline nuosavybe";Y;N;15-DEC-16;15-DEC-16
6000750;"Visuomenės sveikatos programų rėmimo specialioji programa (Privalomojo sveikatos draudimo fondo lėšos)";Y;N;20-NOV-07;30-MAR-09
6000751;"VšĮ Savanorių centro finansavimas (Departamentas)";Y;N;21-FEB-13;21-FEB-13
6000752;"Nuomos mokestis vykdant Valstybės garantiją nuomininkams (VB)";Y;N;14-FEB-18;14-FEB-18
6000753;"Sensorinių priemonių įsigijimas ir gyvenamosios aplinkos pritaikymas sunkią negalią turintiems vaikams";Y;N;27-AUG-18;27-AUG-18
6000754;"Sensorinių priemonių įsigijimo ir gyvenamosios aplinkos pritaikymo sunkią negalią turintiems vaikams administravimo išlaidos";Y;N;27-AUG-18;27-DEC-19
6000755;"Socialinio būsto plėtra (pagal ES regioninę priemonę Nr. 08.1.2-CPVA-R408, Meškonių g.) (ES lėšos)";Y;N;12-SEP-18;12-SEP-18
6000756;"Savivaldybės būsto plėtros ir kitų nenumatytų išlaidų apmokėjimas (SB)";Y;N;14-DEC-18;14-DEC-18
6000757;"Sensorinių priemonių įsigijimas ir gyvenamosios aplinkos pritaikymas sunkią negalią turintiems vaikams (SB)";Y;N;04-SEP-19;04-SEP-19
6000758;"Jaunimui palankių sveikatos priežiūros paslaugų teikimas (savivaldybės biudžeto lėšos)";Y;N;27-JAN-17;27-JAN-17
6000759;"Budinčio gydytojo tarnybos psichologo paslaugos (savivaldybės biudžeto lėšos)";Y;N;27-JAN-17;27-JAN-17
