Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
3001482	3001482	Vingio parko prieigø tvarkymas , pasirengimas Vilnius Europos kultûros sostinë 2009 (skolintos 1500,0)	*			.....	
3001483	3001483	Geleþinio Vilko gatvës nuo A.Goðtauto gatvës iki M.K.Èiurlionio gatvës rekonstravimas– skoloms mokëti (skolintos lëðos)	*			.....	
3001484	3001484	Vingio parko prieigø tvarkymas , pasirengimas Vilnius Europos kultûros sostinë 2009 (Keliø prieþiûros ir plëtros progr.)	*			.....	
3001485	3001485	Vingio parko estrados stogo remontas(ekspertizei atlikti ir techniniam projektui parengti)	*			.....	
3001486	3001486	Vingio  parko prieigø tvarkymas, pasirengimas programai „Vilnius-Europos kultûros sostinë 2009“	*			.....	
3001487	3001487	Vingio parko prieigø tvarkymas, pasirengimas programai "Vilnius - Europos kultûros sostinë 2009"	*			.....	
3001490	3001490	Vingio parko prieigø tvarkymas, pasirengimas Vilnius - Europos kultûros sostinë 2009	*			.....	
3001494	3001494	110 KW orinës elektros perdavimo linijos pakeitimas kabeline nuo Ozo g. iki Ðiaurinës g. (ES lëðos)				.....	
3001495	3001495	110 kw orinës elektros perdavimo linijos pakeitimas kabeline nuo  Ozo g. iki Ðiaurinës g. (ES lëðos)	*			.....	
3001496	3001496	110 KW orinës elektros perdavimo linijos pakeitimas kabeline nuo Ozo g. iki Ðiaurinës g. (Skolintos lëðos)	*			.....	
3001500	3001500	110 KV orinës elektros perdavimo linijos pakeitimas kabeline nuo L.Asanavièiûtës g. iki Ozo g.	*			.....	
3001501	3001501	110 KV orinës elektros perdavimo linijos pakeitimas kabeline (skolintos lëðos)	*			.....	
3001502	3001502	110 kw orinës elektros perdavimo linijos pakeitimas kabeline nuo L.Asanavièiûtës g. iki Ozo g.  (ES lëðos)	*			.....	
3001503	3001503	110 KV orinës elektros perdavimo linijos pakeitimas kabeline (delspinigiai ir baudos)(savivaldybës biudþetas)	*			.....	
3001504	3001504	110 KW orinës elektros perdavimo linijos pakeitimas kabeline (Privatizavimo fondo lëðos)	*			.....	
3001510	3001510	Gatviø tiesimas ir remontas individualiø gyvenamøjø namø kvartaluose (Tarandë ir Kairënai) (Keliø fondas)	*			.....	
3001520	3001520	Þalgirio-Geleþinio Vilko avarinës lietaus nuotekø lininjos árengimas (Skolintos lëðos)	*			.....	
3001530	3001530	J.Basanavièiaus-Mindaugo g. sankryþoje skulptûrinio elemento sukûrimas (Skolintos lëðos)	*			.....	
3001540	3001540	Esamø dviraèio takø sujungimas (Biudþeto lëðos)	*			.....	
3001550	3001550	Ekologiðkø autobusø ásigijimas Vilniaus mieste (II etapas) (VP3-3.3-SM-01-V-01) (Skolintos lëðos)	*			.....	
3001551	3001551	Ekologiðkø autobusø ásigyjimas Vilniaus mieste (I etapas) (VP3-3.3-SM-01-V-01) (skolintos lëðos)	*			.....	
3001552	3001552	Ekologiðkø autobusø ásigyjimas Vilniaus mieste (I etapas) (ES lëðos)	*			.....	
3001553	3001553	Ekologiðkø autobusø ásigijimas Vilniaus mieste (II etapas) (ES lëðos)	*			.....	
3001554	3001554	Vieðojo ekologiðko transporto plëtra (Paramos lëðos soc. infrastruktûros plëtrai)				.....	
3001555	3001555	Vieðojo ekologiðko transporto plëtra (Skolintos lëðos)	*			.....	
3001560	3001560	Vilniaus m. gatviø rekonstrukcija (Keliø fondo lëðos)	*			.....	
3001561	3001561	Vilniaus m. gatviø rekonstrukcija (Skolintos lëðos)	*			.....	
3001570	3001570	Troleibusø ásigijimas Vilniaus mieste (I etapas) (VP3-3.3-SM-01-V-01) (skolintos lëðos)	*			.....	
3001571	3001571	Troleibusø ásigijimas Vilniaus mieste (I etapas) (ES lëðos)	*			.....	
3001580	3001580	Þ.Eþerø g. pësèiøjø tako su apðvietimu árengimas	*			.....	
3001590	3001590	J.Basanavièiaus-Mindaugo g. sankryþoje skulptûrinio elemento sukûrimas (skolintos)	*			.....	
3001600	3001600	Esamø dviraèio takø sujungimas (biudþeto)	*			.....	
3001610	3001610	Vilniaus miesto gatviø rekonstrukcija (keliø fondas)	*			.....	
3001611	3001611	Vilniaus miesto gatviø rekonstrukcija (skolintos)	*			.....	
3001620	3001620	Karveliðkiø kapinëse tremtiniø skvere paminklo pastatymas (skolintos)	*			.....	
3001630	3001630	Þ.Eþerø g. pëðèiøjø tako su apðvietimu árengimas (keliø fondas)	*			.....	
3001640	3001640	Vilniaus miesto dviraèiø takø specialiojo plano parengimas (Savivaldybës biudþeto lëðos)	*			.....	
3001641	3001641	Vilniaus miesto dviraèiø takø specialiojo plano parengimas (ES lëðos)	*			.....	
3001642	3001642	Vilniaus miesto dviraèiø takø specialiojo plano parengimas (Privatizavimo fondo lëðos)	*			.....	
3001650	3001650	Architektûros parko infrastruktûros objektø árengimas (Savivaldybës biudþeto lëðos)	*			.....	
3001651	3001651	Architektûros parko infrastruktûros objektø árengimas (Privatizavimo fondo lëðos)	*			.....	
3001660	3001660	Nemenèinës plento ir Lizdeikos gatviø jungties árengimas (Savivaldybës biudþeto lëðos)	*			.....	
3001661	3001661	Nemenèinës plento ir Lizdeikos gatviø jungties árengimas (Paramos lëðos socialinës infrastruktûros plëtrai)	*			.....	
3001662	3001662	Nemenèinës plento ir Lizdeikos gatviø jungties árengimas (Privatizavimo fondo lëðos)	*			.....	
3001670	3001670	Vilniaus miesto Santariðkiø g. dalies rekonstrukcija su poþeminio pësèiøjø tunelio árengimu (Europos Sàjungos lëðos)	*			.....	
3001671	3001671	Vilniaus miesto Santariðkiø g. dalies rekonstrukcija su poþeminio pësèiøjø tunelio árengimu (Valstybës biudþetas)	*			.....	
3001672	3001672	Vilniaus miesto Santariðkiø g. dalies rekonstrukcija su poþeminio pësèiøjø tunelio árengimu (Skolintos lëðos (Paskolos savivaldybës vardu)	*			.....	
3001780	3001780	Skolø uþ atliktus darbus apmokëjimas	*			.....	
3001781	3001781	Skolø uþ atliktus darbus apmokëjimas(savivaldybës biudþeto lëðø likutis)	*			.....	
3001800	3001800	Valstybës vadovø palaidojimo vietos sutvarkymas Antakalnio kapinëse	*			.....	
3001900	3001900	Suoliukai Katedros aikðtëje (pagal projektà "Dovana Vilniui")	*			.....	
3001910	3001910	Vingio parko infrastruktûros tvarkymo darbai, pasirengiant 2014 m. dainø ðventei	*			....Taip.	
3002000	3002000	Sereikiðkiø parko rekonstrukcija	*			.....	
3002001	3002001	Administracijos direktoriaus 2010-05-18 ásakymas Nr. 30-1128 (Lietuvos gyvûnø globos draugijos Vilniaus skyriaus veiklai paremti)	*			.....	
3002002	3002002	Administracijos direktoriaus 2010-06-08 ásakymas Nr. 30-1354 (Sereikiðkiø parko maþosios architektûros projektavimo darbams atlikti)	*			.....	
3002003	3002003	Administracijos direktoriaus 2010-06-18 ásakymas Nr. 30-1445 (Lazdynø laisvalaikio centro laikanèiø konstrukcijø techninei ekspertizei atlikti pagal sutartá su Gedimino technikos universitetu)	*			.....	
3002004	3002004	Administracijos direktoriaus 2010-06-18 ásakymas Nr. 30-1445 (paramos ir labdaros fondui „Vinco Kudirkos vardui áamþinti“ galutinai atsiskaityti su paminklo Lietuvos himnui ir jo autoriui Vincui Kudirkai kûrëjais)	*			.....	
3002005	3002005	Administracijos direktoriaus 2010-07-16 ásakymas Nr. 30-1561 (Lentos prie paminklinio akmens, esanèio Vaðingtono skvere, Vilniuje, projektavimui, pagaminimui ir sumontavimui)	*			.....	
3002006	3002006	Administracijos direktoriaus 2010-07-23 ásakymas Nr. 30-1580 (Dievo gailestingumo ðventovei tvarkytos darbams atlikti)	*			.....	
3002007	3002007	Administracijos direktoriaus 2010-07-23 ásakymas Nr. 30-1580 (Uþdarajai akcinei bendrovei „Ðvenèiø studija“ kompensuoti dalá iðlaidø, patirtø Gedimino pr. ir T. Vrublevskio gatvës papuoðimui valstybës ðvenèiø proga)	*			.....	
3002008	3002008	Administracijos direktoriaus 2010-09-21 ásakymas Nr. 30-1760 (Dievo gailestingumo ðventovei tvarkytos darbams atlikti)	*			.....	
3002009	3002009	Administracijos direktoriaus 2010-09-21 ásakymas Nr. 30-1760 (ekstremaliø situacijø pasekmiø likvidavimui (gatviø ir keliø prieþiûrai po liûèiø))	*			.....	
3002010	3002010	Administracijos direktoriaus 2010-10-29 ásakymas Nr. 30-1944 (teritorijai prie Sporto rûmø sutvarkyti)	*			.....	
3002011	3002011	Administracijos direktoriaus 2010-10-29 ásakymas Nr. 30-1944 (Savivaldybës ámonei ,,Vilniaus planas“ apmokëti)	*			.....	
3002012	3002012	Administracijos direktoriaus 2010-12-17 ásakymas Nr. 30-2218 (Vilniaus politiniø kaliniø ir tremtiniø bendrijai paminklui ant neþinomø negráþusiø tremtiniø kapo pastatyti)	*			.....	
3002013	3002013	Administracijos direktoriaus 2011-10-25 ásakymas Nr. 30-1518 (Lietuvos gyvûnø globos draugijos Vilniaus skyriui projektui „Gyvybës vagonëliai“ paremti)	*			.....	
3002014	3002014	Administracijos direktoriaus 2011-06-30 ásakymas Nr. 30-891 (Vilniaus miesto riboþenkliø bei ðviesdëþiø po jais remontui atlikti)	*			.....	
3002015	3002015	Administracijos direktoriaus 2011-12-20 ásakymas Nr. 30-1860 „Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (Pasaulinës gydytojø federacijos „Uþ þmogaus gyvybæ“ Lietuvos asociacijai Rasø kapiniø Angelø kalneliui tvarkyti)	*			.....	
3002016	3002016	Administracijos direktoriaus ásakymas Nr. 30-1869 (Vilniaus daugiabuèiø namø savininkø bendrijø asociacijos projektui „Daugiabuèiø namø valdymas: pasiekimai ir problemø ðalinimo geroji patirtis“ paremti)	*			.....	
3002017	3002017	AD 2011-12-21 ásakymas Nr. 30-1869 „Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (Daugiabuèiø namø Ðeðkinës g. 4 ir 6, Vilniuje, savininkø bendrijai vaikø þaidimø aikðtelei Ðeðkinës g. 4 árengti ir atnaujinti)	*			.....	
3002018	3002018	AD 2012-03-12 ásakymas Nr. 30-525 „Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (Asociacijos „Taksistai uþ sàþiningà verslà“ veiklai paremti)	*			.....	
3002019	3002019	AD 2012-03-27 ásakymas Nr. 30-598 „Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (Maþesniøjø broliø konventualø (pranciðkonø) ordino vienuolynui Ðventosios Jadvygos altoriui pastatyti)	*			.....	
3002020	3002020	AD 2012-05-18 ásakymas Nr. 30-969 „Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (Lietuvoje gyvenanèiø Antrojo pasaulinio karo dalyviø, kovojusiø antihitlerinës koalicijos pusëje, organizacijai)	*			.....	
3002021	3002021	AD 2012-06-07 ásakymas Nr. 30-1126"Dël lëðø skyrimo ið Administracijos direktoriaus rezervo" (Lietuvos gyvûnø globos draugijos Vilniaus skyriui projektui "Gyvybës vagonëliai" ágyvendinti ir gyvûnø prieþiûrai uþtikrinti)	*			.....	
3002022	3002022	AD 2012-06-07 ásakymas Nr. 30-1126 "Dël lëðø skyrimo ið Administracijos direktoriaus rezervo" (Moksleiviø dainø ðventei pasiruoðti, sutvarkant Kalnø parkà ir Vingio parko estradà)	*			.....	
3002023	3002023	Administracijos direktoriaus 2012-06-28 ásakymas Nr. 30-1325 "Dël lëðø skyrimo ið Administracijos direktoriaus rezervo" (Justino Marcinkevièiaus kapavietei sutvarkyti)	*			.....	
3002024	3002024	Administracijos direktoriaus 2012-09-25 ásakymas Nr. 30-1839 "Dël lëðø skyrimo ið Administracijos direktoriaus rezervo" (Lietuvos laisvës kovotojø sàjungai  kenotafø ir aplinkos tvarkymo darbams Naujøjø Rasø kapinëse uþbaigti)	*			.....	
3002025	3002025	Administracijos direktoriaus 2012-09-25 ásakymas Nr. 30-1839 "Dël lëðø skyrimo ið Administracijos direktoriaus rezervo" (Lietuvos gyvûnø globos draugijos Vilniaus skyriui þoliapjovei-krûmapjovei ásigyti)	*			.....	
3002026	3002026	Administracijos direktoriaus 2012-12-07 ásakymas Nr. 30-2413 "Dël lëðø skyrimo ið Administracijos direktoriaus rezervo" (Visoriø bendruomenës acociacijai vaikø þaidimo aikðtelei, esanèiai Visoriø gatvëje, aptverti)	*			.....	
3B00021	3B00021	100 vietø vaikø lopðelis/darþelis Pilaitëje, Kanto al. 7a	*			...Ne.Ne.	
3B00022	3B00022	Lopðelio / darþelio Pilaitëje (Kanto al.7a.) projektavimas ir statyba	*			...Ne..	
3B00023	3B00023	Lopðelio /darþelio Pilaitëje (Kanto al. 7a) projektavimas ir statyba (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00060	3B00060	Iðlaidø kompensavimas (uþ ðildymà)	*			...Ne.Ne.	
3B00061	3B00061	Tarpusavio atsiskaitymai (kompensacijos uþ ðildyma)	*			...Ne.Ne.	
3B00070	3B00070	Iðlaidø kompensavimas (uþ karðtà vandená)	*			...Ne.Ne.	
3B00071	3B00071	Tarpusavio atsiskaitymai (kompensacijos uþ karðtà vandená)	*			...Ne.Ne.	
3B00080	3B00080	Iðlaidø kompensavimas (uþ ðaltà vandená)	*			...Ne.Ne.	
3B00100	3B00100	Bendri darbo reikalai, darbo politikos formavimas ir ágyvendinimas (vieðieji darbai)	*			...Ne..	
3B00130	3B00130	Programos „Bûsto pritaikymas neágaliems þmonëms“ ágyvendinimas	*			...Ne.Ne.	
3B00131	3B00131	Programos  „Bûsto pritaikymas neágaliems þmonëms“ ágyvendinimas	*			...Ne.Ne.	
3B00132	3B00132	Administracijos direktoriaus 2009-07-21 ásakymas Nr.30-1287 Administracijos direktoriaus rezervas ( „Bûsto pritaikymas neágaliems þmonëms“ ágyvendinti)	*			...Ne..	
3B00133	3B00133	,,Bûsto pritaikymas neágaliems þmonëms“ programos ágyvendinimas (liftø árengimas) (savivaldybës lëðos)	*			...Ne..	
3B00210	3B00210	Pasirengimas bûsto atnaujinimo ir modernizavimo ágyvendinimui	*			...Ne.Ne.	
3B00211	3B00211	Pasirengimas bûsto atnaujinimo ir modernizavimo ágyvendinimui (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00220	3B00220	Visuomenës informavimo kompanijos ágyvendinimas	*			...Ne.Ne.	
3B00221	3B00221	Visuomenës informavimo kompanijos ágyvendinimas (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00230	3B00230	Demonstracinio bûsto atnaujinimo ir modernizavimo projekto ágyvendinimas	*			...Ne.Ne.	
3B00231	3B00231	Demonstracinio bûsto atnaujinimo ir modernizavimo projekto ágyvendinimas (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00240	3B00240	Bûsto atnaujinimo ir modernizavimo projektø ágyvendinimo finansavimas	*			...Ne.Ne.	
3B00241	3B00241	Gyvenamosios aplinkos atnaujinimo projektø ágyvendinimas	*			...Ne.Ne.	
3B00243	3B00243	Bûsto atnaujinimo ir modernizavimo projektø ágyvendinimo finansavimas (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00250	3B00250	Gyvenamøjø namø bendrijø rëmimo fondo veikla	*			...Ne.Ne.	
3B00251	3B00251	Gyvenamøjø namø bendrijø rëmimo fondo veikla (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00275	3B00275	Nacionalinio stadiono su sporto kompleksu  Vilniuje, Ukmergës gatvëje, projektavimas ir statyba	*			...Ne.Ne.	
3B00301	3B00301	Dekoratyvinis pastatø apðvietimas	*			...Ne.Ne.	
3B00302	3B00302	Dekoratyvinis pastatø apðvietimas (biudþetas)	*			...Ne..	
3B00340	3B00340	Bernardinø kapiniø tvarkymas	*			...Ne.Ne.	
3B00341	3B00341	Bernardinø kapiniø tvarkymas	*			...Ne.Ne.	
3B00380	3B00380	Prekybos paviljonø Pilies g., Katedros a. ir Didþiojoje g. árengimas	*			...Ne.Ne.	
3B00401	3B00401	Ekstremaliø situacijø ir gyvsidabrio demerkurizavimo paslaugos	*			...Ne.Ne.	
3B00410	3B00410	Aprûpinti gamtosauginiais komplektais avarines tarnybas	*			...Ne.Ne.	
3B00450	3B00450	Stambiagabarièiø atliekø tvarkymo aikðteliø eksploatacija ir priþiûra	*			...Ne.Ne.	
3B00460	3B00460	Sniego, smëlio bei grunto laikinø sàvartynø árengimas, eksploatacija bei priþiûra	*			...Ne.Ne.	
3B00470	3B00470	Savavaliðkø sàvartynø seniûnijose likvidavimas	*			...Ne.Ne.	
3B00480	3B00480	Liudvinavo lietaus nuotëkø valymo árenginiø statyba	*			...Ne.Ne.	
3B00490	3B00490	Biodyzelininio transporto programos parengimas ir ágyvendinimas	*			...Ne.Ne.	
3B00510	3B00510	Panaudotø padangø tvarkymas	*			...Ne.Ne.	
3B00511	3B00511	Padangø demontavimas ir iðveþimas ið ugdymo  ástaigø	*			...Ne.Ne.	
3B00512	3B00512	Oro tarðos kietosiomis dalelëmis (KD 10) maþinimas(gatviø plovimas)	*			...Ne.Ne.	
3B00530	3B00530	Parkø ir þeldynø tvarkymas	*			...Ne.Ne.	
3B00550	3B00550	VÁ "Nemenèinës miðkø urëdija" Antaviliø - Kairënø rekreacinës poilsio zonos prieþiûra	*			...Ne.Ne.	
3B00560	3B00560	VÁ "Vilniaus miðkø urëdija" miðkø prieþiûra	*			...Ne.Ne.	
3B00570	3B00570	Medþiø genëjimas, senø paðalinimas ir naujø sodinimas	*			...Ne.Ne.	
3B00611	3B00611	Programos "Þalias Miestas" ágyvendinimas (gamtos lëðos)	*			...Ne.Ne.	
3B00612	3B00612	Teritorijos prie Vingio parko estrados sutvarkymas (aplinkos apsaugos rëmimo spec.programa)	*			...Ne..	
3B00613	3B00613	Pavirðiniø nuotekø tvarkymo programos ágyvendinimas (Aplinkos apsaugos rëmimo specialioji programa)	*			...Ne..	
3B00692	3B00692	Delspinigiai ir palûkanos uþ pavëluotus mokëjimus	*			...Ne.Ne.	
3B00780	3B00780	Administracijos direktoriaus rezervas Administracijos direktoriaus 2009-04-03 ásakymas Nr.30-610 (VÐÁ „Darom 2009“)	*			...Ne.Ne.	
3B00781	3B00781	Administracijos direktoriaus 2009-10-05 ásakymas Nr.30-1711 (VðÁ ,,Pifas“)	*			...Ne.Ne.	
3B00782	3B00782	Administracijos direktoriaus 2009-10-26 ásakymas Nr.30-1871 (VðÁ ,,Jurgos Ivanauskaitës kûrybos paveldo centras“)	*			...Ne.Ne.	
3B00783	3B00783	Administracijos direktoriaus 2009-10-26 ásakymas Nr.30-1871 (,,Apsauginiø stulpeliø árengimas “)	*			...Ne.Ne.	
3B00784	3B00784	Administracijos direktoriaus 2009-12-14 ásakymas Nr.30-2172 (VðÁ ,,Vytauto Kernagio fondas “)	*			...Ne.Ne.	
3B00841	3B00841	Neplanuotoms reikmëms (ávaþiavimø á miestà, fasadø ir k.t. sutvarkymas-pasirengimas „Vilnius-Europos kultûros sostinë 2009“)	*			...Ne.Ne.	
3B00842	3B00842	Gyvenamøjø kvartalø privaþiavimo keliø, gatviø, automobiliø stovëjimo aikðteliø dangos kapitaliniam remontui, þenklinimui ir apðvietimo plëtrai	*			...Ne.Ne.	
3B00847	3B00847	Gyvenamøjø kvartalø kiemø,  pravaþiavimo keliø, gatviø, automobiliø stovëjimo aikðteliø dangos kapitalinis remontas, þenklinimas ir apðvietimo plëtra	*			...Ne.Ne.	
3B00851	3B00851	Transeuropinio tinklo jungtis - Vilniaus miesto vakarinio aplinkkelio I etapas (nuo Oslo iki Asanavièiûtës g.)	*			...Ne.Ne.	
3B00852	3B00852	Transeuropinio tinklo jungtis - Vilniaus miesto vakarinio aplinkkelio I etapas (nuo Oslo iki Asanavièiûtës g.)	*			...Ne.Ne.	
3B00857	3B00857	Transeuropinio tinklo jungtis - Vilniaus miesto vakarinio aplinkkelio 1A etapas (Lazdynø tilto rekonstrukcija)	*			...Ne.Ne.	
3B00859	3B00859	Transporto tinklo jungtis-Vilniaus miesto vakarinio aplinkkelio I etapas (nuo Oslo g. iki L.Asanavièiûtës g.) (ES)	*			...Ne.Ne.	
3B00861	3B00861	Transeuropinio tinklo jungtis – Vilniaus miesto aplinkkelio IA etapas (Lazdynø tilto rekonstrukcija Keliø  Fondas)	*			...Ne..	
3B00862	3B00862	Transeuropinio tinklo jungtis - Vilniaus miesto vakarinio aplinkkelio IA etapas (Lazdynø tilto rekonstrukcija) (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00863	3B00863	Transeuropinio tinklo jungtis - Vilniaus miesto vakarinio aplinkkelio I etapas nuo Oslo g. iki L. Asanavièiûtës g.) (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00890	3B00890	Automatizuotos ðviesoforø reguliavimo ir valdymo sistemos ádiegimas	*			...Ne.Ne.	
3B00900	3B00900	Paraiðkø ir projektø finansavimui ið ES fondø techninës dokumentacijos rengimui	*			...Ne.Ne.	
3B00901	3B00901	Vilniaus Vakarinio aplinkelio paraiðkø ir projektø finansavimui ið ES fondø techninës dokumentacijos rengimui (privatizavimo fondas)	*			...Ne..	
3B00902	3B00902	Vilniaus Vakarinio aplinkkelio paraiðkø ir projektø finansavimui ið ES fondø, techninës dokumentacijos rengimui (savivaldybës biudþetas)	*			...Ne.Ne.	
3B00982	3B00982	Þirniø gatvës ir Minsko plento (iki miesto ribos) rekonstravimas (Keliø Fondas)	*			...Ne..	
3B01040	3B01040	Vilniaus miesto informaciniø nuorodø árengimas	*			...Ne.Ne.	
3B01070	3B01070	Nuostoliø dël keleiviø veþimo vietinio reguliaraus susisiekimo marðrutais kompensavimas (autobusams ir troleibusams pirkti)	*			...Ne.Ne.	
3B01072	3B01072	Nuostoliø dël keleiviø veþimo vietinio reguliaraus susisiekimo marðrutais kompensavimas (faktoringo gràþinimui)	*			...Ne.Ne.	
3B01073	3B01073	Nuostoliø dël keleiviø veþimo vietinio reguliaraus susisiekimo marðrutais kompensavimas (faktoringo palûkanoms sumokëti)	*			...Ne.Ne.	
3B01075	3B01075	Nuostoliø dël keleiviø veþimo vietinio reguliaraus susisiekimo marðrutais kompensavimas (autobusams ir troleibusams pirkti)	*			...Ne.Ne.	
3B01076	3B01076	Nuostoliø dël keleiviø veþimo vietinio reguliaraus susisiekimo marðrutais kompensavimas (privatizavimo fondas)	*			...Ne.Ne.	
3B01077	3B01077	Nuostoliø dël keleiviø veþimo vietinio reguliaraus susisiekimo marðrutais kompensavimas (kiti nuostoliai)(privatizavimo fondas)	*			...Ne.Ne.	
3B01131	3B01131	Ið dalies subsidijuojami Vilniaus senamiesèio pastatø iðorës (fasadø, stogø) remonto bei aplinkos tvarkymo darbai, iðlikusiø pastatø ar jø aplinkos autentikos, architektûros bei dailës vertybiø iðsaugojimas ir eksponavimas	*			...Ne.Ne.	
3B01140	3B01140	Pastatø tvarkymas	*			...Ne.Ne.	
3B01170	3B01170	Sereikiðkiø ir Kalnø parkø pertvarkymas	*			...Ne.Ne.	
3B01172	3B01172	Sereikiðkiø ir Kalnø  parkø pertvarkymas	*			...Ne.Ne.	
3B01173	3B01173	Sereikiðkiø parko pertvarkymas	*			...Ne.Ne.	
3B01174	3B01174	Kalnø  parko (Dainø slënio) sutvarkymas	*			...Ne.Ne.	
3B01175	3B01175	Sereikiðkiø parko rekonstrukcija (savivaldybës lëðos)	*			...Ne..	
3B01190	3B01190	Senamiesèio gatviø rekonstrukcija	*			...Ne.Ne.	
3B01192	3B01192	Senamiesèio gatviø rekonstrukcija	*			...Ne.Ne.	
3B01210	3B01210	Aðmenos g.8 pastato rekonstrukcijos projekto rengimas ir rekonstrukcija	*			...Ne.Ne.	
3B01211	3B01211	Aðmenos g.8 pastato rekonstrukcijos projekto rengimas ir rekonstrukcija	*			...Ne.Ne.	
3B01230	3B01230	IX transporto koridoriaus trûkstamos grandies statyba-Vilniaus pietinis aplinkkelis (ES Nr.2004/LT/16/C/PT/008) (projektavimas ir statyba)	*			...Ne.Ne.	
3B01240	3B01240	IX transporto koridoriaus trûkstamos grandies statyba-Vilniaus pietinis aplinkkelis (ES Nr.2004/LT/16/C/PT/008) (projektavimas ir statyba)	*			...Ne.Ne.	
3B01250	3B01250	IX transporto koridoriaus trûkstamos grandies statyba-Vilniaus pietinis aplinkkelis (ES Nr.2004/LT/16/C/PT/008) (projektavimas ir statyba)	*			...Ne.Ne.	
3B01251	3B01251	IX transporto koridoriaus trûkstamos grandies statyba-Vilniaus pietinis aplinkkelis (ES Nr.2004/LT/16/C/PT/008) (projektavimas ir statyba)	*			...Ne.Ne.	
3B01254	3B01254	IXB transporto koridoriaus trûkstamos grandies statyba - Vilniaus pietinis aplinkkelis (ES Nr.2004/LT/16/C/PT/008) (projektavimas ir statyba) (savivaldybës biudþetas)	*			...Ne.Ne.	
3B01301	3B01301	Ukmergës-Ateities ir Laisvës pr. rekonstrukcija	*			...Ne.Ne.	
3B01302	3B01302	Ukmergës g.,Ateities g. ir Laisvës pr.rekonstrukcija(kitos lëðos)	*			...Ne.Ne.	
3B01305	3B01305	Palûkanos uþ faktoringà ir paskolà pagal VMS Tarybos 2008.07.16 spr. Nr. 1-581	*			...Ne.Ne.	
3B01306	3B01306	Palûkanos uþ paimtà faktoringà ir paskolà pagal VMS Tarybos 2008-07-16 sprendimà Nr.1-581	*			...Ne..	
3B01334	3B01334	Magistralinës gatvës nuo kelio á Pilaitæ iki Papilënø gatvës ir   viaduko statyba (savivaldybës lëðos)	*			...Ne..	
3B01335	3B01335	Magistralinës gatvës nuo kelio á Pilaitæ iki Papilënø gatvës ir viaduko statyba	*			...Ne.Ne.	
3B01336	3B01336	Magistralinës gatvës nuo kelio á Pilaitæ iki Papilënø gatvës ir viaduko statyba	*			...Ne.Ne.	
3B01370	3B01370	Gedimino prospekto rekonstrukcija (projektavimas ir statyba, III etapas)	*			...Ne.Ne.	
3B01372	3B01372	Gedimino prospekto rekonstrukcija (projektavimas ir statyba, III etapas) (savivaldybës lëðos)	*			...Ne..	
3B01373	3B01373	Gedimino prospekto rekonstrukcija (projektavimas ir statyba, III etapas)	*			...Ne.Ne.	
3B01374	3B01374	Gedimino prospekto rekonstrukcija (projektavimas ir statyba, III etapas) – savivaldybës biudþetas 04 kodu	*			...Ne.Ne.	
3B01390	3B01390	Pilaitës prospekto statyba	*			...Ne.Ne.	
3B01420	3B01420	Vilniaus miesto susisiekimo infrastruktûros vystymas (prieþiûra, remontas, rekonstrukcija)	*			...Ne.Ne.	
3B01421	3B01421	Triukðmà maþinanèios priemonës (KF)	*			...Ne.Ne.	
3B01422	3B01422	Moksliniai tyrimai transporto srityje (KF)	*			...Ne.Ne.	
3B01430	3B01430	Vilniaus miesto kapiniø statiniø remontas ir plëtimas	*			...Ne.Ne.	
3B01440	3B01440	Rasø kapiniø centrinës koplyèios restauravimo darbai	*			...Ne.Ne.	
3B01441	3B01441	Rasø kapiniø centrinës koplyèios restauravimo darbai	*			...Ne.Ne.	
3B01450	3B01450	Bendro naudojimo komunaliniø statiniø remontas ir rekonstrukcija senamiestyje	*			...Ne.Ne.	
3B01451	3B01451	Bendro naudojimo komunaliniø statiniø remontas ir rekonstrukcija senamiestyje	*			...Ne.Ne.	
3B01460	3B01460	Vilniaus senamiesèio skverø tvarkymas	*			...Ne.Ne.	
3B01480	3B01480	Paminklas politiniams kaliniams ir tremtiniams Karveliðkiø kapinëse (projektavimas ir statyba)	*			...Ne.Ne.	
3B01486	3B01486	Vingio  parko prieigø tvarkymas, pasirengimas programai „Vilnius-Europos kultûros sostinë 2009“	*			...Ne..	
4000000	4000000	ÐD ir KSTD sàmatos	*			.....	
4000001	4000001	Ugdymo aplinkos finansavimas ikimokykliniam ugdymui (BÁ)	*			.....	
4000002	4000002	Lopðelis-darþelis ,,Pelëda“ Ugdymo aplinkos finansavimas ikimokykliniam ugdymui	*			.....	
