Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
04.07.03.01.	04.07.03.01.	Turizmo plëtra, turizmo politikos formavimas	*			.	
04.07.03.09.	04.07.03.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.289.	
04.07.04.	04.07.04.	Daugiatiksliai plëtros projektai (BP)	*			.	
04.07.04.01.	04.07.04.01.	Daugiatiksliai plëtros projektai	*			.	
04.07.04.09.	04.07.04.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.292.	
04.08.	04.08.	Moksliniai tyrimai ir plëtra ekonomikos srityje	*			.	
04.08.01.	04.08.01.	Moksliniai tyrimai ir plëtra ekonomikos, prekybos ir darbo srityse (BP)	*			.	
04.08.01.01.	04.08.01.01.	Bendra darbinë veikla	*			.	
04.08.02.	04.08.02.	Moksliniai tyrimai ir plëtra þemës ûkio, miðkininkystës, þvejybos ir medþioklës srityse (BP)	*			.	
04.08.02.01.	04.08.02.01.	Moksliniai tyrimai ir plëtra þemës ûkio, miðkininkystës, þvejybos ir medþioklës srityse	*			.	
04.08.03.	04.08.03.	Moksliniai tyrimai ir plëtra kuro ir energijos srityje (BP)	*			.	
04.08.03.01.	04.08.03.01.	Moksliniai tyrimai ir plëtra kuro ir energijos srityje	*			.	
04.08.04.	04.08.04.	Moksliniai tyrimai ir plëtra iðgaunamosios ir apdirbamosios pramonës ir statybos srityse (BP)	*			.	
04.08.04.01.	04.08.04.01.	Moksliniai tyrimai ir plëtra mineraliniø iðtekliø gavybos, gamybos ir statybos srityse	*			.	
04.08.05.	04.08.05.	Moksliniai tyrimai ir plëtra transporto srityje (BP)	*			.	
04.08.05.01.	04.08.05.01.	Moksliniai tyrimai ir plëtra transporto srityje	*			.	
04.08.06.	04.08.06.	Moksliniai tyrimai ir plëtra ryðiø srityje (BP)	*			.	
04.08.06.01.	04.08.06.01.	Moksliniai tyrimai ir plëtra ryðiø srityje	*			.	
04.08.07.	04.08.07.	Moksliniai tyrimai ir plëtra kitose ekonominës veiklos srityse (BP)	*			.	
04.08.07.01.	04.08.07.01.	Moksliniai tyrimai ir plëtra kitose ekonominës veiklos srityse	*			.	
04.09.	04.09.	Kiti jokiai grupei nepriskirti ekonomikos reikalai	*			.	
04.09.01.	04.09.01.	Kiti jokiai grupei nepriskirti ekonomikos reikalai (BP)	*			.	
04.09.01.01.	04.09.01.01.	Kita valstybinë ekonominë, komercinë veikla (specialioji valstybës valdymo programa)	*			.	
04.09.01.02.	04.09.01.02.	Kitos paslaugos	*			.	
04.09.01.03.	04.09.01.03.	Ûkio plëtros politikos formavimas ir ágyvendinimas	*			.	
04.09.01.04.	04.09.01.04.	Transporto ir ryðiø politikos formavimas bei ágyvendinimas	*			.	
04.09.01.09.	04.09.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.314.	
04.09.01.10.	04.09.01.10.	Valstybës rezervo tvarkymas	*			.	
04B	04B	EKONOMIKA	*			.	
05	05	APLINKOS APSAUGA	*			.	
05.01.	05.01.	Atliekø tvarkymas	*			.	
05.01.01.	05.01.01.	Atliekø tvarkymas (BP)	*			.	
05.01.01.01.	05.01.01.01.	Atliekø tvarkymas	*			.	
05.01.01.02.	05.01.01.02.	Gyvulinës kilmës atliekø utilizavimas	*			.	
05.02.	05.02.	Nutekamojo vandens valymas	*			.	
05.02.01.	05.02.01.	Nutekamojo vandens valymas (BP)	*			.	
05.02.01.01.	05.02.01.01.	Nutekamojo vandens valymas	*			.	
05.03.	05.03.	Aplinkos terðimo maþinimas	*			.	
05.03.01.	05.03.01.	Aplinkos terðimo maþinimas (BP)	*			.	
05.03.01.01.	05.03.01.01.	Specialioji aplinkos apsaugos investicijø fondo programa	*			.	
05.03.01.02.	05.03.01.02.	Pesticidø tvarkymas	*			.	
05.03.01.03.	05.03.01.03.	Kitos aplinkos terðimo maþinimo priemonës	*			.	
05.04.	05.04.	Biologinës ávairovës ir gamtos apsauga	*			.	
05.04.01.	05.04.01.	Biologinës ávairovës ir gamtos apsauga (BP)	*			.	
05.04.01.01	05.04.01.01	Bendros aplinkos politikos formavimas ir ágyvendinimo koordinavimas				.330.	
05.04.01.01.	05.04.01.01.	Bendros aplinkos politikos formavimas ir ágyvendinimo koordinavimas	*			.	
05.05.	05.05.	Moksliniai tyrimai ir plëtra aplinkos apsaugos srityje	*			.	
05.05.01.	05.05.01.	Moksliniai tyrimai ir plëtra aplinkos apsaugos srityje (BP)	*			.	
05.05.01.01.	05.05.01.01.	Aplinkos kokybës ir gamtos iðtekliø stebëjimas ir vertinimas	*			.	
05.06.	05.06.	Kiti jokiai grupei nepriskirti su aplinkos apsauga susijæ reikalai	*			.	
05.06.01.	05.06.01.	Kiti jokiai grupei nepriskirti su aplinkos apsauga susijæ reikalai (BP)	*			.	
05.06.01.01.	05.06.01.01.	PHARE, Sanglaudos fondo aplinkos apsaugos programø administravimas	*			.	
05.06.01.02.	05.06.01.02.	Bendros aplinkos politikos formavimas ir ágyvendinimo koordinavimas	*			.	
05.06.01.03.	05.06.01.03.	Aplinkos stebësena	*			.	
05.06.01.09.	05.06.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.340.	
05B	05B	APLINKOS APSAUGA	*			.	
06	06	BÛSTAS IR KOMUNALINIS ÛKIS	*			.	
06.01.	06.01.	Bûsto plëtra	*			.	
06.01.01.	06.01.01.	Bûsto plëtra (BP)	*			.	
06.01.01.01.	06.01.01.01.	Gyvenamojo bûsto ásigijimas	*			.	
06.02.	06.02.	Komunalinio ûkio plëtra	*			.	
06.02.01.	06.02.01.	Komunalinio ûkio plëtra (BP)	*			.	
06.02.01.01.	06.02.01.01.	Komunalinio ûkio plëtra	*			.	
06.03.	06.03.	Vandens tiekimas	*			.	
06.03.01.	06.03.01.	Vandens tiekimas (BP)	*			.	
06.03.01.01.	06.03.01.01.	Vandens tiekimas	*			.	
06.04.	06.04.	Gatviø apðvietimas	*			.	
06.04.01.	06.04.01.	Gatviø apðvietimas (BP)	*			.	
06.04.01.01.	06.04.01.01.	Gatviø apðvietimas	*			.	
06.05.	06.05.	Moksliniai tyrimai ir plëtra bûsto ir komunalinio ûkio srityse	*			.	
06.05.01.	06.05.01.	Moksliniai tyrimai ir plëtra bûsto ir komunalinio ûkio srityse (BP)	*			.	
06.05.01.01.	06.05.01.01.	Moksliniai tyrimai ir plëtra bûsto ir komunalinio ûkio srityse	*			.	
06.06.	06.06.	Kiti jokiai grupei nepriskirti su bûstu ir komunaliniu ûkiu susijæ reikalai	*			.	
06.06.01.	06.06.01.	Kiti jokiai grupei nepriskirti su bûstu ir komunaliniu ûkiu susijæ reikalai (BP)	*			.	
06.06.01.01.	06.06.01.01.	Kiti jokiai grupei nepriskirti su bûstu ir komunaliniu ûkiu susijæ reikalai	*			.	
06.06.01.09.	06.06.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.359.	
06B	06B	BÛSTAS IR KOMUNALINIS ÛKIS	*			.	
07	07	SVEIKATOS APSAUGA	*			.	
07.01.	07.01.	Medikamentai, prietaisai ir áranga	*			.	
07.01.01.	07.01.01.	Vaistai (individualios paslaugos (toliau – IP))	*			.	
07.01.01.01	07.01.01.01	Vaistø tiekimas, jø tiekimo administravimas ir valdymas				.362.	
07.01.01.01.	07.01.01.01.	Vaistø tiekimas, jø tiekimo administravimas ir valdymas	*			.363.	
07.01.02.	07.01.02.	Kiti medicinos produktai (IP)	*			.	
07.01.02.01.	07.01.02.01.	Kiti medicinos gaminiai	*			.	
07.01.03.	07.01.03.	Terapiniai prietaisai ir áranga (IP)	*			.	
07.01.03.01.	07.01.03.01.	Terapiniai prietaisai ir áranga	*			.	
07.02.	07.02.	Ambulatorinës paslaugos	*			.	
07.02.01.	07.02.01.	Bendros medicinos paslaugos (IP)	*			.	
07.02.01.01.	07.02.01.01.	Bendros medicinos paslaugos	*			.	
07.02.02.	07.02.02.	Specializuotos medicinos paslaugos (IP)	*			.	
07.02.02.01.	07.02.02.01.	Kariø sveikatos prieþiûra	*			.	
07.02.03.	07.02.03.	Odontologinës paslaugos (IP)	*			.	
07.02.03.01.	07.02.03.01.	Odontologinës paslaugos	*			.	
07.02.04.	07.02.04.	Viduriniojo medicinos personalo paslaugos (IP)	*			.	
07.02.04.01.	07.02.04.01.	Viduriniojo medicinos personalo paslaugos	*			.	
07.03.	07.03.	Ligoninës	*			.	
07.03.01.	07.03.01.	Bendros paskirties ligoniniø paslaugos (IP)	*			.	
07.03.01.01.	07.03.01.01.	Bendros paskirties ligoniniø paslaugos	*			.	
07.03.02.	07.03.02.	Specializuotø ligoniniø paslaugos (IP)	*			.	
07.03.02.01.	07.03.02.01.	Specializuotø ligoniniø paslaugos	*			.	
07.03.03.	07.03.03.	Medicinos ir motinystës centrø paslaugos (IP)	*			.	
07.03.03.01.	07.03.03.01.	Medicinos ir motinystës centrø paslaugos	*			.	
07.03.04.	07.03.04.	Slaugos namø ir medicinos reabilitacijos centrø paslaugos (IP)	*			.	
07.03.04.01.	07.03.04.01.	Slaugos namø ir medicinos reabilitacijos centrø paslaugos	*			.	
07.04.	07.04.	Visuomenës sveikatos apsaugos paslaugos	*			.	
07.04.01.	07.04.01.	Visuomenës sveikatos apsaugos paslaugos (IP)	*			.	
07.04.01.01.	07.04.01.01.	Visuomenës sveikatos ugdymo centrai, sporto medicinos centrai	*			.	
07.04.01.02.	07.04.01.02.	Sveikatos prieþiûros uþtikrinimas	*			.	
07.04.01.09.	07.04.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.390.	
07.05.	07.05.	Moksliniai tyrimai ir plëtra sveikatos apsaugos srityje	*			.	
07.05.01.	07.05.01.	Moksliniai tyrimai ir plëtra sveikatos apsaugos srityje (BP)	*			.	
07.05.01.01.	07.05.01.01.	Mokslinio tyrimo darbai	*			.	
07.06.	07.06.	Kiti jokiai grupei nepriskirti su sveikatos apsauga susijæ reikalai	*			.	
07.06.01.	07.06.01.	Kiti jokiai grupei nepriskirti su sveikatos apsauga susijæ reikalai (BP)	*			.	
07.06.01.01.	07.06.01.01.	Kitos sveikatos prieþiûros ástaigos	*			.	
07.06.01.02.	07.06.01.02.	Kitos sveikatos prieþiûros funkcijos	*			.	
07.06.01.03.	07.06.01.03.	Valstybës lëðomis draudþiamø asmenø privalomasis sveikatos draudimas	*			.	
07.06.01.04.	07.06.01.04.	Papildomi valstybës biudþeto asignavimai á Privalomojo sveikatos draudimo fondo biudþetà (áskaitant asignavimus ortopedijos technikos priemonëms ásigyti)	*			.	
07.06.01.05.	07.06.01.05.	Narkotikø kontrolë ir narkomanijos prevencija	*			.	
07.06.01.09.	07.06.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.401.	
07B	07B	SVEIKATOS APSAUGA	*			.	
08	08	POILSIS, KULTÛRA IR RELIGIJA	*			.	
08.01.	08.01.	Poilsio ir sporto paslaugos	*			.	
08.01.01.	08.01.01.	Poilsio ir sporto paslaugos (IP)	*			.	
08.01.01.01.	08.01.01.01.	Sportininkø rengimo centrai	*			.	
08.01.01.02.	08.01.01.02.	Poilsio ir sporto priemonës	*			.	
08.01.01.03.	08.01.01.03.	Kûno kultûros ir sporto plëtros ágyvendinimas	*			.	
08.01.01.04	08.01.01.04	Nenaudojama				.403.	
08.01.01.04.	08.01.01.04.	Kûno kultûros ir sporto plëtojimas	*			.408.	
08.01.01.09.	08.01.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.409.	
08.02.	08.02.	Kultûros paslaugos	*			.	
08.02.01.	08.02.01.	Kultûros paslaugos (IP)	*			.	
08.02.01.01.	08.02.01.01.	Bibliotekos	*			.	
08.02.01.02.	08.02.01.02.	Muziejai ir parodø salës	*			.	
08.02.01.03.	08.02.01.03.	Kino studijos ir kitos kino organizacijos	*			.	
08.02.01.04.	08.02.01.04.	Teatrai ir muzikiniai kolektyvai	*			.	
08.02.01.05.	08.02.01.05.	Gyvûnø globa	*			.	
08.02.01.06.	08.02.01.06.	Kultûros tradicijø ir mëgëjø meninës veiklos rëmimas	*			.	
08.02.01.07.	08.02.01.07.	Kultûros vertybiø apsauga	*			.	
08.02.01.08.	08.02.01.08.	Kitos kultûros ir meno ástaigos	*			.	
08.02.01.09.	08.02.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.420.	
08.03.	08.03.	Vieðosios informacijos tarnybos	*			.	
08.03.01.	08.03.01.	Vieðosios informacijos tarnybos (BP)	*			.	
08.03.01.01.	08.03.01.01.	Vieðosios informacijos tarnybos	*			.	
08.03.01.02.	08.03.01.02.	Leidyba	*			.	
08.04.	08.04.	Religinës bendrijos ir nevyriausybinës organizacijos	*			.	
08.04.01.	08.04.01.	Religinës bendrijos ir nevyriausybinës organizacijos (BP)	*			.	
08.04.01.01	08.04.01.01	Nevyriausybiniø organizacijø rëmimas				.427.	
08.04.01.01.	08.04.01.01.	Nevyriausybiniø organizacijø rëmimas	*			.429.	
08.04.01.02	08.04.01.02	Nenaudojama				.426.	
08.04.01.02.	08.04.01.02.	Religiniø bendrijø rëmimas	*			.430.	
08.05.	08.05.	Moksliniai tyrimai ir plëtra poilsio, kultûros ir religijos srityse	*			.	
08.05.01.	08.05.01.	Moksliniai tyrimai ir plëtra poilsio, kultûros ir religijos srityse (BP)	*			.	
08.05.01.01.	08.05.01.01.	Moksliniai tyrimai ir plëtra poilsio, kultûros ir religijos srityse	*			.	
08.06.	08.06.	Kiti jokiai grupei nepriskirti poilsio, kultûros ir religijos reikalai	*			.	
08.06.01.	08.06.01.	Kiti jokiai grupei nepriskirti poilsio, kultûros ir religijos reikalai (BP)	*			.	
08.06.01.01.	08.06.01.01.	Kultûros vertybiø apsaugos valstybës strategijos ir politikos formavimas	*			.	
08.06.01.02.	08.06.01.02.	Etninës kultûros valstybinë globa	*			.	
08.06.01.03.	08.06.01.03.	Kitos kultûros paslaugos	*			.	
08.06.01.09.	08.06.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.439.	
08B	08B	POILSIS, KULTÛRA IR RELIGIJA	*			.	
09	09	ÐVIETIMAS	*			.	
09.01.	09.01.	Ikimokyklinis, prieðmokyklinis ir pradinis ugdymas	*			.440.	
09.01.01.	09.01.01.	Ikimokyklinis ugdymas (IP)	*			.	
09.01.01.01.	09.01.01.01.	Mokyklos, priskiriamos ikimokyklinio ugdymo mokyklos tipui	*			.442.	
09.01.02.	09.01.02.	Prieðmokyklinis ir pradinis ugdymas (IP)	*			.443.	
09.01.02.01.	09.01.02.01.	Mokyklos, priskiriamos pradinës mokyklos tipui, kitos mokyklos, vykdanèios prieðmokyklinio ugdymo programà	*			.444.	
09.01.02.02.	09.01.02.02.	Internatinës mokyklos	*			.	
09.01.02.03.	09.01.02.03.	Profesinës mokyklos	*			.	
09.02.	09.02.	Pagrindinis ir vidurinis ugdymas	*			.447.	
09.02.01.	09.02.01.	Pagrindinis ugdymas (IP)	*			.448.	
09.02.01.01.	09.02.01.01.	Mokyklos, priskiriamos pagrindinës mokyklos tipui	*			.449.	
09.02.02.	09.02.02.	Vidurinis ugdymas (IP)	*			.450.	
09.02.02.01.	09.02.02.01.	Mokyklos, priskiriamos vidurinës mokyklos tipui	*			.452.	
09.02.02.02.	09.02.02.02.	Vaikø, moksleiviø ir suaugusiøjø ugdymas	*			.	
09.02.02.02D	09.02.02.02D	09.02.02.02.	*			.451.	
09.02.02.03.	09.02.02.03.	Pagrindinës mokyklos ir gimnazijos	*			.	
09.03.	09.03.	Profesinis mokymas	*			.455.	
09.03.01.	09.03.01.	Profesinis mokymas (IP)	*			.456.	
09.03.01.01.	09.03.01.01.	Profesinës mokyklos	*			.457.	
09.04.	09.04.	Auðtojo mokslo studijos	*			.458.	
09.04.01.	09.04.01.	Koleginës studijos (IP)	*			.459.	
09.04.01.01.	09.04.01.01.	Kolegijos	*			.460.	
09.04.01.02.	09.04.01.02.	Aukðtosios mokyklos (kolegijos)	*			.	
09.04.02.	09.04.02.	Universitetinës studijos (IP)	*			.462.	
09.04.02.01.	09.04.02.01.	Universitetai	*			.463.	
09.05.	09.05.	Kiti jokiai grupei nepriskirti su ðvietimu susijæ reikalai	*			.	
09.05.01.	09.05.01.	Kiti jokiai grupei nepriskirti su ðvietimu susijæ reikalai (IP)	*			.	
09.05.01.01.	09.05.01.01.	Neformalusis vaikø ðvietimas	*			.466.	
09.05.01.02.	09.05.01.02.	Neformalusis suaugusiøjø ðvietimas	*			.467.	
09.05.01.03.	09.05.01.03.	Ðvietimo pagalba	*			.468.	
09.06.	09.06.	Papildomos ðvietimo paslaugos	*			.	
09.06.01.	09.06.01.	Papildomos ðvietimo paslaugos (IP)	*			.	
09.06.01.01.	09.06.01.01.	Papildomos ðvietimo paslaugos	*			.	
09.07.	09.07.	Moksliniai tyrimai ir plëtra ðvietimo srityje	*			.	
09.07.01.	09.07.01.	Moksliniai tyrimai ir plëtra ðvietimo srityje (BP)	*			.	
09.07.01.01.	09.07.01.01.	Mokslinio tyrimo darbai	*			.	
09.08.	09.08.	Kiti jokiai grupei nepriskirti su ðvietimu susijæ reikalai	*			.	
09.08.01.	09.08.01.	Kiti jokiai grupei nepriskirti su ðvietimu susijæ reikalai (BP)	*			.	
09.08.01.01.	09.08.01.01.	Centralizuotos priemonës	*			.	
09.08.01.02.	09.08.01.02.	Kiti jokiai grupei nepriskirti su ðvietimu susijæ reikalai	*			.478.	
09.08.01.09.	09.08.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.479.	
09B	09B	ÐVIETIMAS	*			.	
10	10	SOCIALINË APSAUGA	*			.	
10.01.	10.01.	Liga ir negalia	*			.	
10.01.01.	10.01.01.	Liga (IP)	*			.	
10.01.01.01	10.01.01.01	Socialinës paramos teikimas natûra arba pinigais, kai asmuo laikinai nedirba dël ligos arba suþalojimo				.481.	
10.01.01.01.	10.01.01.01.	Socialinës paramos teikimas natûra arba pinigais, kai asmuo laikinai nedirba dël ligos arba suþalojimo	*			.483.	
10.01.02.	10.01.02.	Negalia (IP)	*			.	
10.01.02.01	10.01.02.01	Socialinë þmoniø su negalia reabilitacija				.484.	
10.01.02.01.	10.01.02.01.	Socialinë þmoniø su negalia reabilitacija	*			.	
10.01.02.02.	10.01.02.02.	Socialiniø paslaugø plëtra globos ástaigose	*			.	
10.01.02.02B	10.01.02.02B	Socialiniø paslaugø plëtra globos ástaigose	*			.485.Ne	
10.01.02.03.	10.01.02.03.	Pensinis aprûpinimas (þmoniø su negalia, kuriems nesuëjæs pensinis amþius)	*			.	
10.01.02.04.	10.01.02.04.	Ðalpos iðmokos	*			.	
10.01.02.40.	10.01.02.40.	Kitos socialinës paramos iðmokos	*			.	
10.02.	10.02.	Senatvë	*			.	
10.02.01.	10.02.01.	Senatvës socialinës paramos iðmokos (IP)	*			.	
10.02.01.01.	10.02.01.01.	Pareigûnø socialinës garantijos	*			.	
10.02.01.02.	10.02.01.02.	Seneliø globos namai (pensionai)	*			.	
10.02.01.03.	10.02.01.03.	Socialiniø paslaugø plëtra globos ástaigose	*			.	
10.02.01.04.	10.02.01.04.	Pensinis aprûpinimas	*			.	
10.02.01.05.	10.02.01.05.	Lietuvos Respublikos pirmojo ir antrojo laipsnio valstybinës pensijos	*			.	
10.02.01.06.	10.02.01.06.	Nukentëjusiø asmenø valstybinës pensijos	*			.	
10.02.01.07.	10.02.01.07.	Mokslininkø valstybinës pensijos	*			.	
10.02.01.10.	10.02.01.10.	Personalinës pensijos	*			.	
10.02.01.11.	10.02.01.11.	Teisëjø valstybinës pensijos	*			.	
10.02.01.20.	10.02.01.20.	Valstybinës signataro rentos ir signataro naðliø ir naðlaièiø rentos	*			.	
10.02.01.40.	10.02.01.40.	Kitos socialinës paramos iðmokos	*			.	
10.03.	10.03.	Socialinë parama maitintojo netekimo ir mirties atveju	*			.	
10.03.01.	10.03.01.	Socialinë parama maitintojo netekimo ir mirties atveju (IP)	*			.	
10.03.01.01.	10.03.01.01.	Socialinës paðalpos pinigais arba natûra mirusiojo artimiesiems (sutuoktiniui, buvusiam sutuoktiniui, vaikams, anûkams, tëvams ar kitiems artimiesiems)	*			.	
10.03.01.01B	10.03.01.01B	Socialinës paðalpos pinigais arba natûra mirusiojo artimiesiems (sutuoktiniui, buvusiam sutuoktiniui, vaikams, anûkams, tëvams ar kitiems artimiesiems)	*			.507.Ne	
10.03.01.40.	10.03.01.40.	Kitos socialinës paramos iðmokos	*			.	
10.04.	10.04.	Ðeima ir vaikai	*			.	
10.04.01.	10.04.01.	Ðeimos ir vaikø socialinë apsauga (IP)	*			.	
10.04.01.01.	10.04.01.01.	Vaikø globos ir rûpybos ástaigos	*			.	
10.04.01.01B	10.04.01.01B	Vaikø globos ir rûpybos ástaigos	*			.512.Ne	
10.04.01.40.	10.04.01.40.	Kitos socialinës paramos iðmokos	*			.	
10.04.01.40B	10.04.01.40B	Kitos socialinës paramos iðmokos	*			.513.Ne	
10.05.	10.05.	Nedarbas	*			.	
10.05.01.	10.05.01.	Nedarbas (IP)	*			.	
10.05.01.01.	10.05.01.01.	Gyventojø uþimtumo tvarkymas	*			.	
10.05.01.40.	10.05.01.40.	Kitos socialinës paramos iðmokos	*			.	
10.06.	10.06.	Bûstas	*			.	
10.06.01.	10.06.01.	Bûstas (IP)	*			.	
10.06.01.01.	10.06.01.01.	Socialinës paramos teikimas paðalpø forma, siekiant padëti padengti þmoniø iðlaidas uþ bûstà	*			.	
10.06.01.01B	10.06.01.01B	Socialinës paramos teikimas paðalpø forma, siekiant padëti padengti þmoniø iðlaidas uþ bûstà	*			.522.Ne	
10.06.01.40.	10.06.01.40.	Kitos socialinës paramos iðmokos	*			.	
10.07.	10.07.	Kiti jokiai grupei nepriskirti socialiai paþeidþiami asmenys	*			.	
10.07.01.	10.07.01.	Kiti jokiai grupei nepriskirti socialiai paþeidþiami asmenys (IP)	*			.	
10.07.01.01.	10.07.01.01.	Socialinës iðmokos natûra ir pinigais socialiai paþeidþiamiems asmenims	*			.	
10.07.01.01B	10.07.01.01B	Socialinës iðmokos natûra ir pinigais socialiai paþeidþiamiems asmenims	*			.527.Ne	
10.07.01.02.	10.07.01.02.	Ástaigos ir priemonës, susijusios su socialiai paþeidþiamais asmenimis	*			.	
10.08.	10.08.	Moksliniai tyrimai ir plëtra socialinës apsaugos srityje	*			.	
10.08.01.	10.08.01.	Moksliniai tyrimai ir plëtra socialinës apsaugos srityje (BP)	*			.	
10.08.01.01.	10.08.01.01.	Mokslinio tyrimo darbai ir mokslo institucijos	*			.	
10.09.	10.09.	Kiti jokiai grupei nepriskirti su socialine apsauga susijæ reikalai	*			.	
10.09.01.	10.09.01.	Kiti jokiai grupei nepriskirti su socialine apsauga susijæ reikalai (BP)	*			.	
10.09.01.01.	10.09.01.01.	Kitos socialinës apsaugos ir rûpybos ástaigos bei priemonës	*			.	
10.09.01.01B	10.09.01.01B	Kitos socialinës apsaugos ir rûpybos ástaigos bei priemonës	*			.535.Ne	
10.09.01.02.	10.09.01.02.	Specialioji valstybës rezervo tvarkymo programa	*			.	
10.09.01.09.	10.09.01.09.	Institucijos iðlaikymas (valdymo iðlaidos)	*			.539.	
10.09.01.09D	10.09.01.09D	10.09.01.09.	*			.536.	
10B	10B	SOCIALINË APSAUGA	*			.	
B	B	Funkcinë klasifikacija (bendrai)	*			.1.	
T	T	Ið viso (suminëms sàskaitoms)	*			.14.	
VISOS	VISOS	Visos funkcinës klasifikacijos				.2.	
